companyname,segment,companywebsite,source_url,source_quote,qualification_note,verified_on,linkedincompanypageurl,linkedin_url_source,subtype,podcast_seed_episodes,priority,review_status
Edel,rightsholders,edel.com,https://www.edel.com/music/,Edel Labels & Partner,"Official music division includes Berlin Classics, Brilliant Classics and earMUSIC. Exclude unrelated books and corporate functions.",2026-09-13,,,label_group,07,2,company_verified
Edimúsica,rightsholders,edimusica.com,https://www.edimusica.com/,licenciamiento de obras y fonogramas que pertenecen a nuestra editora,Latin American repertoire; official website links Discos Fuentes. Consolidate linked brands at activation.,2026-09-13,,,publisher,07;19,2,company_verified
Edizioni Curci,rightsholders,edizionicurci.it,https://www.edizionicurci.it/,"Roster, catalogues, playlists, sync, movie soundtracks",Publisher and catalog operator; ownership scope varies by agreement.,2026-09-13,,,publisher,07;14,2,company_verified
EMPIRE,rightsholders,empi.re,https://empi.re/,Independent Label & Global Music Publisher,Company website confirms relevant music activity; individual executive remit and commercial fit remain to be qualified.,2026-09-13,,,label_publisher,07;28,2,company_verified
Faber Music,rightsholders,fabermusic.com,https://fabermusic.com/,"publish catalogues of classical, alternative and electronic artists",Includes Manners McDade; do not count it as an independent owner.,2026-09-13,,,publisher,07;14,2,company_verified
Fairwood Music,rightsholders,fairwoodmusic.com,https://www.fairwoodmusic.com/,long term publishing agreement,"Publisher and sync operations; homepage news is older, check active decision-makers before activation.",2026-09-13,,,publisher,07;14,2,company_verified
Freibank Music Publishing,rightsholders,freibank.com,https://www.freibank.com/,Welcome to Freibank Music Publishing,Active signings and sync operations.,2026-09-13,,,publisher,07,2,company_verified
Fujipacific Music,rightsholders,fujipacific.co.jp,https://www.fujipacific.co.jp/english,one of the top music publishers in the nation,Japanese music publisher,2026-09-13,,,publisher_label_group,07,2,company_verified
Futures Music Group,rightsholders,futures.music,https://futures.music/,A next generation label group,Label group with active roster; inferred lookalike from long-term artist investment and operations.,2026-09-13,,,label_group,28,2,company_verified
Gaga Music,rightsholders,gaga.com.au,https://www.gaga.com.au/news/gaga-x-warp/,Warp Publishing now an active partner in Gaga Music alongside founder Grant Gillies,Australia/New Zealand rights business; Warp relationship means group overlap should be reviewed.,2026-09-13,,,publisher,07;19,2,company_verified
Gresham Music Group,rightsholders,greshammusicgroup.com,https://greshammusicgroup.com/,"Specializing in synchronizations, administration and creative collaborations","David Gresham publishing, records and neighboring rights; South African music operations consolidated.",2026-09-13,https://www.linkedin.com/company/gresham-music-group/,https://greshammusicgroup.com,label_publisher,07;19,2,company_verified
Guesstimate,rightsholders,guesstimate.de,https://guesstimate.de/,we collect and seek publishing revenues worldwide.,Official company page confirms relevant music activity; senior executive and commercial qualification remains.,2026-09-13,,,publisher,07,2,company_verified
Hopeless Records,rightsholders,hopelessrecords.com,https://hopelessrecords.com/our-story,Hopeless Records has thrived as a beloved home for independent music,Company website confirms relevant music activity; individual executive remit and commercial fit remain to be qualified.,2026-09-13,,,label,07,2,company_verified
Involved Publishing,rightsholders,involvedpublishing.com,https://involvedpublishing.com/,"We are a publishing company built by artists, for artists",Official company page confirms relevant music activity; senior executive and commercial qualification remains.,2026-09-13,,,publisher,07,2,company_verified
Irmãos Vitale,rightsholders,vitale.com.br,https://vitale.com.br/,a mais tradicional editora brasileira de música.,Official company page confirms relevant music activity; senior executive and commercial qualification remains.,2026-09-13,https://www.linkedin.com/company/editora-irmaos-vitale/,https://www.vitale.com.br/,publisher,07,2,company_verified
JYP Entertainment,rightsholders,jype.com,https://www.jype.com/JYP,the company has developed successful global artists,Korean label/group with official current roster; publishing team separately documented at jyppub.com/en/about. Consolidate group.,2026-09-13,,,label_group,07;28,2,company_verified
JYP Publishing,rightsholders,jyppub.com,https://www.jyppub.com/en/about,Copyright Registration / Royalty Collection & Distribution,"JYP operating publisher; overlaps parent. Separate employer matching, not separate corporate buyer.",2026-09-13,,,publisher,07;19,2,company_verified
Kassner Music,rightsholders,kassnermusic.com,https://kassnermusic.com/,Kassner Music is a leading global independent music publisher,Official company page confirms relevant music activity; senior executive and commercial qualification remains.,2026-09-13,https://www.linkedin.com/company/kassner-associated-publishers-limited/,https://kassnermusic.com/,publisher,07,2,company_verified
Kobalt Music,rightsholders,kobaltmusic.com,https://primarywave.com/primary-wave-music-to-acquire-kobalt/,Kobalt to Continue Standalone Operations Under Current Management,Publisher; acquisition announcement does not establish closing; retain distinct operating brand,2026-09-13,,,publisher_label_group,07,2,company_verified
KREATION Music Rights,rightsholders,kreation.co.kr,https://www.linkedin.com/company/kreation-music-rights,a groundbreaking music publishing company,Official company LinkedIn page supplies domain and publishing identity; direct website unavailable. Review SM group overlap before activation.,2026-09-13,https://www.linkedin.com/company/kreation-music-rights/,https://www.linkedin.com/company/kreation-music-rights,publisher,07,2,company_verified
LEEWAY,rightsholders,leeway.kr,https://leeway.kr/home-eng,"synchronization, distribution, publishing administration, and copyright clearance","Korean publisher, label and sync agency; business scope supports regional operations lookalike.",2026-09-13,,,label_publisher,07;19,2,company_verified
Mavin Records,rightsholders,mavinrecords.com,https://www.universalmusic.com/umg-announces-majority-investment-in-iconic-afrobeats-label-mavin-global-accelerating-expansion-of-africas-outstanding-creative-platform/,"Its roster includes artists, producers and songwriters",Nigeria-based label. UMG investment announced; current official artist roster checked. Account for UMG overlap.,2026-09-13,,,label,07;28,2,company_verified
Monstercat,rightsholders,monstercat.com,https://monstercat.com/about,Monstercat is one of electronic music’s most influential independent record labels.,Electronic label and gaming/content licensing.,2026-09-13,,,label,28,2,company_verified
MPL Communications,rightsholders,mplcommunications.com,https://www.mplcommunications.com/,MPL Music Publishing,Publisher and catalog operator; ownership scope varies by agreement.,2026-09-13,,,publisher,07,2,company_verified
Mushroom Music,rightsholders,mushroommusic.com,https://mushroommusic.com/about/,"comprising recording, publishing and neighbouring rights divisions",Music rights operating company,2026-09-13,,,publisher_label_group,07,2,company_verified
Music Asset Management,rightsholders,musicassetmgt.com,https://musicassetmgt.com/team/,independent music publishing and consulting company,Music rights administration business led by Mary Jo Mennella; not a financial asset manager despite its name.,2026-09-13,,,publishing_administration,02;14;19,2,company_verified
Mute Song,rightsholders,mutesong.com,https://mutesong.com/,Mute Song is a music publisher,Official company page confirms relevant music activity; senior executive and commercial qualification remains.,2026-09-13,,,publisher,07,2,company_verified
Música Global,rightsholders,musicaglobal.com,https://www.musicaglobal.com/ca/,Edició musical,"Catalan music business with publishing, rights management and distribution.",2026-09-13,https://www.linkedin.com/company/musica-global/,https://www.musicaglobal.com/ca/,label_publisher,07;19,2,company_verified
Nettwerk Music Group,rightsholders,nettwerk.com,https://nettwerk.com/,We sign artists we believe in.,Recording company; roster and artist-development services on source,2026-09-13,,,publisher_label_group,07,2,company_verified
Nichion,rightsholders,nichion.co.jp,https://nichion.co.jp/,著作権の管理,"Copyright management, master production, library music and songwriter development listed.",2026-09-13,,,publisher,07,2,company_verified
Nordic Music Partners,rightsholders,nordicmusicpartners.com,https://www.nordicmusicpartners.com/,A Global Boutique Music Publisher,Official publisher roster and contact page checked; Helsinki operating entity.,2026-09-13,,,publisher,07,2,company_verified
ONErpm,rightsholders,onerpm.com,https://onerpm.com/onepublishing/,simplifies registering and managing compositions,ONE Publishing offers rights administration; clients retain ownership. Target publishing/rights and senior company leadership.,2026-09-13,,,publishing_administration,02;19;21,2,company_verified
Origin Entertainment,rightsholders,originmusic.com.au,https://www.originmusic.com.au/,ORiGiN™ Music Publishing,"Australian group; publishing, recordings and POST production music consolidated.",2026-09-13,,,label_publisher,07;14,2,company_verified
peermusic,rightsholders,peermusic.com,https://www.linkedin.com/company/peermusic,largest independent music publisher in the world,Company-authored profile supports publisher classification; superlative not endorsed,2026-09-13,https://www.linkedin.com/company/peermusic,https://www.linkedin.com/company/peermusic,publisher_label_group,07,2,company_verified
PEN Music Group,rightsholders,penmusic.com,https://penmusic.com/,Music Publishing + Rights Mgmt,Official company page confirms relevant music activity; senior executive and commercial qualification remains.,2026-09-13,https://www.linkedin.com/company/pen-music-group-inc-/,https://penmusic.com/,publisher,07,2,company_verified
Playground Music Scandinavia,rightsholders,playgroundmusic.com,https://playgroundmusic.com/,Playground Music Scandinavia AB,Direct IMPALA member; publishing and distribution on official site.,2026-09-13,,,label_publisher,07,2,company_verified
Pony Canyon Music Publishing,rightsholders,pcmp.jp,https://pcmp.jp/,We manage rights across territories and platforms,Official company page confirms relevant music activity; senior executive and commercial qualification remains.,2026-09-13,,,publisher,07;14,2,company_verified
PopArabia,rightsholders,poparabia.com,https://www.poparabia.com/,The leading music publisher and independent music company in the Middle East and North Africa,MENA rights administration and regional repertoire; Reservoir relationship requires group-level dedupe.,2026-09-13,https://www.linkedin.com/company/poparabiamusic/,https://poparabia.com,publisher,07;19,2,company_verified
Pragita Prabawa Pustaka,rightsholders,pragitamusic.co.id,https://www.pragitamusic.co.id/,mengelola dan mengurus hak cipta atas komposisi lagu,"Indonesian publishing, copyright administration and royalty collection; also independently listed by PAMPI.",2026-09-13,https://www.linkedin.com/company/pragita-group/,https://id.linkedin.com/company/pragita-group,publisher,07;19,2,company_verified
Prescription Songs,rightsholders,prescriptionsongs.com,https://prescriptionsongs.com/,Music Publishing and Licensing,Official company page confirms relevant music activity; senior executive and commercial qualification remains.,2026-09-13,,,publisher,07,2,company_verified
PULSE Music Group,rightsholders,pulserecordings.com,https://www.pulserecordings.com/about/,premier independent music publisher and record label,Distinct operating brand; source describes Concord administration relationship,2026-09-13,,,publisher_label_group,07,2,company_verified
Raleigh Music Group,rightsholders,raleighmusicgroup.com,https://www.icmassetmanagement.com/icm-raleigh-jv/,joint venture to acquire music publishing catalogues,ICM announcement dated 2026-08-25 verifies acquisition venture with Raleigh Music Publishing. Active acquisition/operator fit; ICM manager remains separate institutional record.,2026-09-13,https://www.linkedin.com/company/raleigh-music-group/,https://raleighmusicgroup.com,publisher,07;19;20,1,company_verified
Reach Music Publishing,rightsholders,reachmusic.com,https://www.reachmusic.com/roster,representing and administering their copyrights in the US and throughout the world,Publisher; rights representation does not establish ownership of every catalog,2026-09-13,https://www.linkedin.com/company/reach-music-publishing,https://www.linkedin.com/company/reach-music-publishing,publisher_label_group,07,2,company_verified
Red Brick Songs,rightsholders,redbricksongs.com,https://redbricksongs.com/,"multimedia song placement, royalty administration and career/creative development",Canadian music publisher; unrelated to RedBrick Advisors.,2026-09-13,,,publisher,07,2,company_verified
Rimas Publishing,rightsholders,rimaspublishing.com,https://www.rimaspublishing.com/,Rimas Publishing,Publisher and catalog operator; ownership scope varies by agreement.,2026-09-13,,,publisher,07,2,company_verified
ROBA Music Publishing,rightsholders,roba.com,https://www.roba.com/,Transparent music rights management,"Publishing, royalty collection, production music and label services.",2026-09-13,https://www.linkedin.com/company/roba-music-publishing/,https://www.roba.com/,publisher,07;19,2,company_verified
Saregama India,rightsholders,saregama.com,https://business.saregama.com/about-us,owner of both sound recording and publishing copyrights of Indian music,Indian music rights owner,2026-09-13,,,publisher_label_group,07,2,company_verified
Schubert Music Publishing,rightsholders,schubertmusic.com,https://schubertmusic.com/,independent publisher and copyright administrator,Publisher and administrator,2026-09-13,https://www.linkedin.com/company/schubert-music-publishing/,https://www.linkedin.com/company/schubert-music-publishing/,publisher_label_group,07,2,company_verified
Secret Road,rightsholders,secretroad.com,https://www.secretroad.com/contact,implementing copyright management and royalty collection protocols,"Publishing, records and sync operations; official leadership page supports executive remit.",2026-09-13,,,label_publisher,07;19,2,company_verified
Secretly Group,rightsholders,secretlygroup.com,https://secretlygroup.com/,We are four record labels and a music publisher,Label and publishing group,2026-09-13,https://www.linkedin.com/company/secretly-group-label,https://www.linkedin.com/company/secretly-group-label,publisher_label_group,07,2,company_verified
Sentient Music,rightsholders,sentientmusic.com,https://sentientmusic.com/,Transparent & efficient global music rights management,Official company page confirms relevant music activity; senior executive and commercial qualification remains.,2026-09-13,,,publishing_administration,19,2,company_verified
Sentric,rightsholders,sentric.com,https://www.sentric.com/who-we-are,Sentric Music formed in 2006 as an independent music publisher,Publisher; do not infer outright catalog ownership,2026-09-13,https://www.linkedin.com/company/sentric-music/,https://www.sentric.com/,publisher_label_group,07,2,company_verified
SM Entertainment,rightsholders,smentertainment.com,https://www.smentertainment.com/en/company/introduction/,"comprehensive artist development system, covering casting, training, production, and management",Korean music production and artist IP business; target recording/publishing/rights leadership.,2026-09-13,,,label_group,07;28,2,company_verified
Sony Music Entertainment,rightsholders,sonymusic.com,https://www.sonymusic.com/labels/,Sony Music Latin,Recorded-music company; official label directory is evidence,2026-09-13,,,publisher_label_group,07,2,company_verified
Sony Music Publishing,rightsholders,sonymusicpub.com,https://www.sony.com/en_us/SCA/careers/satv.html,"home to world-class songwriters, legendary catalogues",Distinct publishing employer within Sony group,2026-09-13,https://www.linkedin.com/company/sonymusicpub,https://www.linkedin.com/company/sonymusicpub,publisher_label_group,07,2,company_verified
Strictly Confidential,rightsholders,strictly-confidential.net,https://strictly-confidential.net/,Strictly Confidential - Music Publishing,Official company page confirms relevant music activity; senior executive and commercial qualification remains.,2026-09-13,https://www.linkedin.com/company/strictly-confidential-music-publishing/,https://strictly-confidential.net/,publisher,07,2,company_verified
Sub Pop Records,rightsholders,subpop.com,https://www.subpop.com/faq,Sub Pop can only license the master use rights to you,Label and publishing employer; licensing scope varies by song. Publishing business separately documented by official recruiting page.,2026-09-13,,,label_publisher,07;19,2,company_verified
Sugar Music,rightsholders,sugarmusic.com,https://www.sugarmusic.com/,Sugar Music Publishing,Group includes CAM Sugar screen music; consolidate imprints.,2026-09-13,,,label_publisher,07;14,2,company_verified
T-Series,rightsholders,tseries.com,https://tseries.com/about-us,music label in India,Official company page confirms relevant music activity; senior executive and commercial qualification remains.,2026-09-13,,,label,07;14,2,company_verified
Third Side Music,rightsholders,thirdsidemusic.com,https://thirdsidemusic.com/,Fully Independent Global Music Publisher.,"Publishing, rights management and sync.",2026-09-13,,,publisher,07,2,company_verified
Times Music,rightsholders,timesmusic.com,https://primarywave.com/primary-wave-partnered-times-music-acquires-catrack-entertainment/,Primary Wave and Times Music have once again expanded their reach,India catalog acquisitions; Primary Wave partnership. Domain is known but direct site unavailable; review match.,2026-09-13,,,label_publisher,07;14,2,company_verified
Tips Music,rightsholders,tips.in,https://wp-v1.tips.in/about/,Tips also holds soundtrack copyrights,Indian music label and rights owner,2026-09-13,,,publisher_label_group,07,2,company_verified
TRO Essex Music Group,rightsholders,troessexmusic.com,https://www.troessexmusic.com/,Independent music publishers since 1949,Publisher and catalog operator; ownership scope varies by agreement.,2026-09-13,,,publisher,07,2,company_verified
Universal Music Group,rightsholders,universalmusic.com,https://www.universalmusic.com/company/,"businesses engaged in recorded music, music publishing, merchandising, and audiovisual content",Music group,2026-09-13,,,publisher_label_group,07,2,company_verified
Universal Music Publishing Group,rightsholders,umusicpub.com,https://www.umusicpub.com/us,"Universal Music Publishing Group exists to advance the collaborative, personal, imperfect, human act of creating songs.",Distinct publishing employer within UMG,2026-09-13,https://www.linkedin.com/company/universal-music-publishing-group/,https://www.umusicpub.com/us,publisher_label_group,07,2,company_verified
Victor Music Arts,rightsholders,victormusicarts.jp,https://www.victormusicarts.jp/formatdownloads,Song Catalog管理楽曲／利用申請,Official managed-song catalog and licensing process; also independently listed by JASRAC.,2026-09-13,,,publisher,07;14,2,company_verified
Warner Chappell Music,rightsholders,warnerchappell.com,https://www.wmg.com/faq,"our music publishing company, Warner Chappell Music",Distinct publishing employer within WMG; shares parent group,2026-09-13,,,publisher_label_group,07,2,company_verified
Warner Music Group,rightsholders,wmg.com,https://www.wmg.com/faq,actual sound recording by an artist on a WMG record label,Recorded music and publishing group,2026-09-13,,,publisher_label_group,07,2,company_verified
Warp Publishing,rightsholders,warppublishing.net,https://warppublishing.net/,"artists, producers and composers",Creative and copyright services; publisher distinct from label.,2026-09-13,,,publisher,07,2,company_verified
Watanabe Music Publishing,rightsholders,watanabe-music.co.jp,https://watanabe-music.co.jp/,"WATANABE MUSIC PUBLISHING CO., LTD",Official company page confirms relevant music activity; senior executive and commercial qualification remains.,2026-09-13,,,publisher,07,2,company_verified
Wise Music Group,rightsholders,wisemusic.com,https://www.wisemusic.com/about-us/,"independent classical music publishing houses, alongside numerous pop music catalogues",Publisher group,2026-09-13,,,publisher_label_group,07,2,company_verified
Wixen Music Publishing,rightsholders,wixenmusic.com,https://www.wixenmusic.com/,Music Publishing Administration,Administration-led publisher; clients retain ownership; do not imply copyright ownership.,2026-09-13,,,publishing_administration,19;07,2,company_verified
Yamaha Music Entertainment Holdings,rightsholders,yamaha-meh.co.jp,https://www.yamaha-meh.co.jp/support/,音楽出版Music Publishing,"Publishing, royalty reporting and song/recording licensing. Distinct from Yamaha instrument manufacturer; music publishing leadership only.",2026-09-13,,,publisher,07,2,company_verified
MNP Music Fund,funds,mnpmusicfund.com,https://news.agencymargot.com/468146-mnp-music-fund-acquires-the-lions-records-master-catalog-expanding-its-portfolio-of-iconic-latin-music,boutique catalog investment vehicle focused exclusively on Latin music,"Company press release dated 2026-08-18 verifies a Latin catalog acquisition; boutique investment vehicle, not the acquired label counted again. Press release's LinkedIn link points to MediaNet Partners rather than MNP; not assigned as an exact MNP company match.",2026-09-13,,,catalog_investor,20;28,1,company_verified
Larrosa,funds,larrosa.pro,https://www.larrosa.pro/,Music Rights & Catalog Acquisitions,Official search-indexed company page identifies Larrosa Investments and MusicTraders rights trading; page is dynamic. Commercial category includes finance/platform activity; no regulated bank status inferred.,2026-09-13,,,rights_investment_financing,20;22;28,1,company_verified
GIC,institutional,gic.com.sg,https://www.sonymusic.com/sonymusic/gic-and-smg-announce-investment-partnership/,"investment partnership to acquire and amplify high‑quality, marquee music catalog assets",Sony announcement dated 2026-01-28 verifies catalog venture; qualify Integrated Strategies/music investment team before targeting; exclude broad GIC employer from core.,2026-09-13,,,institutional_music_investor,23,3,company_verified
Gallo Music Group,rightsholders,gallo.africa,https://gallo.africa/about-us/,independent recording label and music publisher in Africa,Official site identifies catalog operator and Arena Holdings division. Group-level record includes publishing; older gallomusic.com was empty.,2026-09-13,,,catalog_owner_operator,07;11,1,company_verified
4 Elements Music,rightsholders,4elementsmusic.com,https://4elementsmusic.com/,As a hands-on independent music library,Official production-music library; discovered via PMA public board. No ownership of represented third-party catalogs inferred.,2026-09-13,,,production_music,14,1,company_verified
Intervox Production Music,rightsholders,intervox.de,https://www.intervox.it/about-us,Siamo una library indipendente e internazionale,Official group page confirms international production library; imprint identifies German legal company. Regional websites consolidated.,2026-09-13,https://www.linkedin.com/company/intervox-production-music/,https://www.intervox.de/,production_music,14,1,company_verified
11 One/Music,rightsholders,11onemusic.com,https://www.linkedin.com/company/11-one-music,"Original music production, news music and sonic branding.",Public company-authored LinkedIn page and Harbor distribution partner identify official domain; sourceaudio catalog corroborates. Not RJW consultancy.,2026-09-13,https://www.linkedin.com/company/11-one-music,https://www.linkedin.com/company/11-one-music,production_music,14,1,company_verified
True Road Music,operators,trueroadmusic.tv,https://www.trueroadmusic.tv/,Production Music consultancy,"Consultancy covering production-music licensing, distribution and acquisition preparation. Referral/advisory audience; not catalog owner.",2026-09-13,,,music_rights_advisory,01;14;19,3,company_verified
VideoHelper,rightsholders,videohelper.com,https://videohelper.com/,Boutique Production Music Library,Production library directly licenses music; PMA board is discovery source.,2026-09-13,,,production_music,14,1,company_verified
Musou Music Group,rightsholders,musou.gr,https://musou.gr/,"Creative Music Publishing, Music Production & Sound Studios",Greek/Cypriot subpublisher and original-production operator; represented catalogs are not asserted to be owned.,2026-09-13,https://www.linkedin.com/company/musou-music-group/,https://www.musou.gr/,music_publisher,07;19,2,company_verified
Muserk,rightsholders,muserk.com,https://muserk.com/,offering full global publishing administration,"Rights administrator serving songwriters and CMOs. Included as publisher administrator, not assumed copyright owner.",2026-09-13,,,publishing_administration,02;07;19,2,company_verified
Café Concerto Music Publishing Group,rightsholders,cafeconcerto.it,https://cafeconcerto.it/,amministrazione e gestione di cataloghi ed opere musicali nazionali ed internazionali,Italian publishing administrator also manages neighboring rights and sync.,2026-09-13,,,music_publisher,07;19,2,company_verified
Rocking Gorillas Music,rightsholders,rockingorillas.com,https://rockingorillas.com/en/about/,music publisher created in São Paulo,Brazilian independent publisher; official page expressly says contracts do not transfer artist property rights.,2026-09-13,https://www.linkedin.com/company/rockingorillasmusic/,https://rockingorillas.com,publishing_administration,07;19,2,company_verified
OMSA,rightsholders,omsasongs.com,https://omsasongs.com/about/,royalty management and copyright registration for international catalogs in South America,Regional subpublisher with own local catalog; ECS/OMSA consolidated into one record.,2026-09-13,https://www.linkedin.com/company/omsa-srl/,https://omsasongs.com,publishing_administration,07;19,2,company_verified
Rotana Music Group,rightsholders,rotanamusic.com,https://rotanamusic.com/,Record Label in producing and distributing Arabic music content,"Arabic recorded-music repertoire operator. Qualify music division executives, not event-only staff.",2026-09-13,https://www.linkedin.com/company/rotana-music/,https://rotanamusic.com,record_label_catalog,07;11,1,company_verified
Demon Music Group,rightsholders,demonmusicgroup.co.uk,https://demonmusicgroup.co.uk/,Official website for Demon Music Group,"Official catalog, licensing and reissue pages substantiate recorded catalog operator; avoid counting each imprint separately.",2026-09-13,,,record_label_catalog,11;24,1,company_verified
Naxos Music Group,rightsholders,naxosmusicgroup.com,https://naxosmusicgroup.com/,NAXOS MUSIC GROUP SUBSIDIARIES,"Official site lists recording labels, publishing and licensing; consolidates associated labels in this record.",2026-09-13,,,record_label_catalog,07;11,2,company_verified
Elements Music,rightsholders,elementsmusic.fi,https://elementsmusic.fi/about/,full-service music publishing company based in Helsinki,Official page confirms publishing and Sony partnership; partner relationship is not evidence of ownership.,2026-09-13,,,music_publisher,07;19,2,company_verified
DiPiú Music,rightsholders,dipiumusic.com,https://www.dipiumusic.com/en/about-us/,deals with publishing and neighbouring rights,Official DiPiú page and EICO presentation both verify it belongs to EICO Publishing and administers the group catalog; consolidate independent buyer counts.,2026-09-13,,,publishing_administration,07;22,1,company_verified
Talit MuZic Publishing,rightsholders,talitmuzicpublishing.com,https://www.talitmuzicpublishing.com/about,promote proactively the catalogues they represent in Israel,Israeli subpublisher; official team page identifies Elisa Fermont-Amouyal as CEO and owner.,2026-09-13,,,music_publisher,07;19,2,company_verified
Marmoset,operators,marmosetmusic.com,https://marmosetmusic.com/,Meticulously Curated Music Licensing Agency,"Sync licensing agency; copyright ownership unverified, adjacent operators segment.",2026-09-13,,,sync_licensing,14;19,3,company_verified
Musicbed,operators,musicbed.com,https://musicbed.com/,"Music Licensing for Video, Film & Advertising",Music licensing platform representing artists; ownership not assumed. FM brand family noted on official page. Official site linked parent FM; exact Musicbed company page resolved through FM and verified independently.,2026-09-13,https://www.linkedin.com/company/musicbed/,https://www.linkedin.com/company/musicbed/,sync_licensing,14;19,3,company_verified
QSJ Songs,rightsholders,qsjsongs.com,https://www.qsjsongs.com/,Miami-based boutique music publisher,Discovered via MNP principal Pedro Guzman's company press release. Shared founder is not proof of same legal entity or parent.,2026-09-13,,,music_publisher,07;19,2,company_verified
Clipper's Music Group,rightsholders,clippersmusic.org,https://clippersmusic.org/publishing/,Somos titulares de derechos,"Spanish publisher and rights controller. Group includes live/management: target publishing, licensing and company leadership.",2026-09-13,https://www.linkedin.com/company/clippers-music-group,https://www.linkedin.com/company/clippers-music-group,music_publisher,07;19,2,company_verified
MUSIC,institutional,musicinv.com,https://www.linkedin.com/company/musicinv,We make long-term investments in companies in and around music.,"Matt Pincus investment firm; company equity and music-adjacent activity are broader than buying catalogs. Institutional separate audience, not core.",2026-09-13,https://www.linkedin.com/company/musicinv,https://www.linkedin.com/company/musicinv,music_company_investor,23,3,company_verified
Melodie der Welt,rightsholders,melodiederwelt.de,https://melodiederwelt.de/en/publisher/editions,our original and sub-publishing rights,German publisher administering original and subpublishing editions; official page identifies managing director.,2026-09-13,,,music_publisher,07;19,2,company_verified
Misty Music,rightsholders,misty.se,https://misty.se/en/,music publisher representing a wide variety of music as original publisher and administrator,Swedish independent publisher; rights administration and sync licensing.,2026-09-13,,,music_publisher,07;19,2,company_verified
A-Tempo Verlag,rightsholders,a-tempo.cz,https://www.a-tempo.cz/o-nas,Nezávislé hudební nakladatelství s mezinárodní působností.,Czech independent publisher with Slovak branch and international rights administration; branches consolidated.,2026-09-13,,,music_publisher,07;19,2,company_verified
Pfive Entertainment,rightsholders,pfivemexico.mx,https://pfivemexico.mx/nosotros/,gestión de catálogos locales e internacionales,Mexican publisher administering royalties and catalogs; includes distribution and creative development.,2026-09-13,,,publishing_administration,07;19,2,company_verified
Median Müzik Edisyon,rightsholders,median.com.tr,https://www.median.com.tr/hakkimizda/,bağımsız bir ediyon şirketidir,"Turkish independent publisher; IMPEL corroborates rights in Turkish, Kurdish, Arabic writers and TV scorers. UK digital-rights affiliate consolidated.",2026-09-13,,,music_publisher,07;19,2,company_verified
Mars Music,rightsholders,marsmusic.se,https://marsmusic.se/,all aspects of the music publishing business,Swedish publisher representing original writers and foreign publishing catalogs.,2026-09-13,,,music_publisher,07;19,2,company_verified
Schott Music,rightsholders,schott-music.com,https://www.schott-music.com/en/services/rights,"The performance of grand right works (e.g. Operas, Ballets) is licensed by Schott Music directly.","Classical publisher with direct copyright, sync and grand-rights licensing. Target rights and company leadership rather than retail.",2026-09-13,,,classical_music_publisher,07;19,2,company_verified
Fermata do Brasil,rightsholders,fermatadobrasil.com.br,https://fermatadobrasil.com.br/historia/,representando catálogos estrangeiros importantes,"Brazilian publisher with original repertoire, acquired catalogs and foreign representation; historical transactions not current buying-intent proof.",2026-09-13,,,music_publisher,07;19,2,company_verified
The Bank Music,rightsholders,thebankmusic.com,https://www.thebankmusic.com/,THE BANK™ RECORDS ER ET UAFHÆNGIGT ALTERNATIV,Danish record-label employer; current site centers label/management/live; publisher directory is older evidence and is not used to assert unchanged structure.,2026-09-13,,,record_label,11;28,2,company_verified
The Right People,rightsholders,therightpeople.be,https://www.twomansync.com/,a music rights management company,Publishing and neighboring-rights administrator described by its own joint venture Two Man Sync; Schubert partner directory corroborates domain.,2026-09-13,,,publishing_administration,07;19,2,company_verified
HIM International Music,rightsholders,him.com.tw,https://www.him.com.tw/about.php,流行音樂之錄製及發行丶著作權授權丶藝人演藝經紀,"Official issuer page lists recorded music, copyright licensing and artist representation. Target rights/recorded-music company leadership.",2026-09-13,,,record_label_publisher,07;11,2,company_verified
Linfair Records,rightsholders,lfmusic.com,https://www.lfmusic.com/brands/default?id=1,獨立唱片公司,Official company history and active release catalog verify Taiwanese label; linfairrecords.com redirects here.,2026-09-13,,,record_label,11;28,2,company_verified
Rock Records,rightsholders,rock.com.tw,https://www.rock.com.tw/,最新國語流行,Taiwanese record-label identity corroborated by IFPI membership and official current roster/releases. Not the unrelated similarly named artist brands.,2026-09-13,,,record_label,11;28,2,company_verified
Outdustry,rightsholders,outdustry.com,https://outdustry.com/About,management of stellar catalogues of publishing and recording rights,"Rights-management operator active in China/India and other markets; catalog-management remit verified, copyright ownership not assumed.",2026-09-13,,,publishing_administration,02;19,2,company_verified
Megatrax,rightsholders,megatrax.com,https://megatrax.com/post/welcome-to-the-new-megatrax,independent production music library,Official historical company description corroborated by active catalog site and current PMA board; no current acquisition intent inferred.,2026-09-13,https://www.linkedin.com/company/megatrax-production-music,https://www.linkedin.com/company/megatrax-production-music,production_music,14,1,company_verified
Konsonant Music,rightsholders,konsonant.com,https://www.konsonant.com/services,exclusive cues available for licensing,"Original music and exclusive production catalog as well as clearance services; Bulletproof Bear is listed sync agent, not assumed parent.",2026-09-13,,,production_music,14,1,company_verified
Audiomachine,rightsholders,audiomachine.com,https://audiomachine.com/licensing/faq/,We own all of the copyrights in and to the underlying composition and sound recording of every track.,Explicit primary copyright-ownership statement in licensing FAQ supports screen-music catalog fit.,2026-09-13,,,production_music,14,1,company_verified
